Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
3257,Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,4,32,1
3257,Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,3,750,L,2250,1,1,4,178,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,1,750,L,750,2,4,1,133,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",30,6180,m,185400,3,4,4,2,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,20,750,m2,15000,1,1,4,27,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,1,150,m,150,1,1,4,2667,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,9,73,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2,750,m,1500,2,4,4,267,1
3261,Papafe,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,4,3100,No,12400,2,4,4,32,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",60,6180,m,370800,2,4,1,0,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,10,750,m,7500,2,4,4,53,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,10,750,m,7500,2,4,4,53,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,"BU,AS",1,750,m3,750,1,1,1,133,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,2,750,L,1500,3,4,4,267,1
3319,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,100,950,m,95000,1,1,9,9,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",40,6180,m,247200,2,4,1,0,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1,750,L,750,2,4,4,533,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,2,150,m,300,1,1,1,333,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,3,750,m,2250,2,4,4,178,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S1,1,750,L,750,2,4,4,533,1
3320,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,6,750,m,4500,2,4,4,89,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,S1,40,750,m2,30000,1,1,4,13,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,1,750,L,750,2,4,4,533,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,20,750,m,15000,2,4,4,27,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 305. New 80mm claw,BU,20,15350,m,307000,2,4,4,1,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,1,150,m,150,1,1,4,2667,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,3,750,m,2250,2,4,4,178,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,100,950,m,95000,1,1,9,9,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,05. Abutment Foundations, 156. Gabion (mattresses and boxes),U2,60,3100,m3,186000,2,4,4,2,1
3337,Sandspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,750,L,1500,2,4,4,267,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,1,750,m2,750,2,4,1,133,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",51,1220,m,62220,3,4,9,14,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,4,294,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,2,4,1,8,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,6,9190,m3,55140,3,4,4,7,1
336,HOUTBOSLOOP,Bridge,Bridge,8/13/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,2.5,3100,m,7750,3,4,4,52,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,4,750,m,3000,2,4,4,133,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,"S2,S3",40,3100,m,124000,4,4,16,13,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",40,6180,m,247200,2,4,4,2,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,2,750,L,1500,2,4,4,267,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,5,750,L,3750,2,4,4,107,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,8,3100,No,24800,3,4,4,16,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,2,750,m,1500,2,4,4,267,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,100,3100,No,310000,1,1,9,3,1
3376,Slangfontein Bridge,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,2,150,m,300,1,1,4,1333,1
3380,Palmetspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,S1,5,630,m3,3150,2,4,1,32,1
3380,Palmetspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,2,4,4,147,1
3380,Palmetspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,1,480,m2,480,2,4,4,833,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,2,150,m,300,1,1,4,1333,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",30,6180,m,185400,3,4,4,2,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,5,750,L,3750,2,4,4,107,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,40,750,m2,30000,1,1,4,13,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,10,750,m,7500,2,4,4,53,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,9,73,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,50,950,m,47500,1,1,9,19,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,20,750,m,15000,2,4,4,27,1
3381,Palmietspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,S2,1,750,m2,750,1,1,4,533,1
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S2,1,340,No,340,2,4,1,294,1
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,2,480,m2,960,2,4,9,938,1
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,S2,1,750,m2,750,2,4,1,133,1
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,2,4,1,8,1
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,10,750,m,7500,2,4,4,53,1
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,U1,1,750,m2,750,1,1,4,533,1
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,13. Pier Foundations, 118. Repair spall (including honeycombing),P1,2,750,L,1500,2,4,4,267,1
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",40,6180,m,247200,2,4,4,2,1
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,05. Abutment Foundations, 118. Repair spall (including honeycombing),U2,2,750,L,1500,2,4,4,267,1
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,160,750,m2,120000,1,1,4,3,1
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",80,6180,m,494400,2,4,4,1,1
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,2,150,m,300,1,1,4,1333,1
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,200,950,m,190000,1,1,9,5,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,30,5090,m,152700,3,4,4,3,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,120,950,m,114000,2,4,9,8,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",40,6180,m,247200,3,4,9,4,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,100,480,m2,48000,2,4,4,8,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,48,3100,No,148800,2,4,9,6,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,25,340,No,8500,3,4,9,106,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,20,750,m,15000,1,1,1,7,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,05. Abutment Foundations, 120. Seal cracks,BU,1,750,m,750,1,1,1,133,1
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S3,3,750,m,2250,2,4,9,400,1
3471,VOGELVLEI RIVER BRIDGE,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,2,4,4,98,1
3471,VOGELVLEI RIVER BRIDGE,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,1,3100,m,3100,2,4,9,290,1
3471,VOGELVLEI RIVER BRIDGE,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,S1,6,5380,No,32280,3,4,1,3,1
3472,CHARL CILLIERS,Major Culvert,Culvert Major,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",AC,30,630,m,18900,2,4,9,48,1
3472,CHARL CILLIERS,Major Culvert,Culvert Major,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AC,5,1080,No,5400,2,4,1,19,1
3473,P185,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,120,9190,m3,1102800,3,4,9,1,1
3473,P185,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1,5380,No,5380,1,1,1,19,1
3473,P185,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,11. Parapet, 464. Repair/replace guardrail fixings,S1,15,2290,No,34350,2,4,9,26,1
3473,P185,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,09. Superstructure Drainage, 354. Repair scuppers,S1,28,3100,No,86800,3,4,9,10,1
3473,P185,Bridge,Bridge,8/7/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,5,630,m,3150,3,4,9,286,1
3474,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,"D2756
",GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",UE,5,630,m,3150,1,1,1,32,1
3474,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,"D2756
",GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,1,1080,No,1080,1,1,1,93,1
3486,GRASKOPABAND RAILWAY,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,240,630,m,151200,2,4,4,3,1
3486,GRASKOPABAND RAILWAY,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AS,5,150,m2,750,2,4,1,133,1
3486,GRASKOPABAND RAILWAY,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,26,340,m,8840,2,4,1,11,1
